trial,best_val_loss,test_loss,best_epoch,terminating_epoch,lr,beta1,beta2,eps,weight_decay,dropout,leaky_relu_alpha
13,0.2252596499681473,0.21893353538513183,1000,1000,1.0467701636913324e-05,0.9597117325661546,0.9819665426013556,4.5555282324213993e-07,0.0009162492820199408,0.406478551427515,0.05668104551707019
14,0.08015703139305115,0.0813133980512619,55,75,0.0008951779232108928,0.9096526951563411,0.905606717422322,4.07408856319116e-07,0.00019054490275683677,0.1079213158868001,0.055424842068597706
15,0.08691009836196899,0.08355757406949997,116,132,0.0004854487807730687,0.8999505950362938,0.9345731841099136,4.125118104967298e-08,0.00031185866195053197,0.31010170774353557,0.0512332120089752
16,0.19838031215667726,0.1919462339401245,1000,1000,1.2510435027672047e-05,0.8821447043787833,0.9177034047679644,5.6673836422319116e-08,0.0027799401335167496,0.40123508088293874,0.08173878063719467
17,0.09217362669706344,0.0896260455608368,20,40,0.006900042001003686,0.8857411656122228,0.9840903087441822,1.045539816355733e-07,2.152467244412848e-06,0.018178408756624204,0.011310397743233109
18,0.08470459277629852,0.08754262204170227,15,35,0.004239033376177858,0.8849382915914792,0.9109379138667065,7.48869688782607e-08,2.3861154698039014e-05,0.04406253548011519,0.02436629722244628
19,0.0819703774690628,0.0778546380519867,70,90,0.0006819705095274921,0.87354029247114,0.9272641522381861,1.3638599660933263e-07,6.588802962111528e-05,0.1677808655297897,0.05263939127532511
20,0.2173005927324295,0.21091210174560546,1000,1000,1.208315348862606e-05,0.9041179946666058,0.9420497760529867,3.6653707874295877e-09,2.7229945353878553e-06,0.4509110651744499,0.05591043828358088
21,0.08501811488866806,0.07781400145292282,636,652,5.3337755270377274e-05,0.9347908096047624,0.9816222628709509,1.1546605433947814e-09,1.1788487391122589e-06,0.08176625279567953,0.07469519254856109
22,0.12411708703041077,0.11264024081230163,996,1000,3.606872311400484e-05,0.9486447878992803,0.9677497619481671,4.3063219027510955e-08,7.62779463810881e-06,0.48804131373076287,0.08180297719355359
23,0.08254990855455399,0.079285709297657,70,90,0.0006255746773070192,0.8812474092345339,0.9647857911681157,1.530009155332916e-08,0.00020108693341462855,0.1674104465791114,0.06678530751442123
24,0.1670757235765457,0.15848694629669188,1000,1000,1.6010429295359905e-05,0.8918048329472219,0.9966935406840738,4.232556193293917e-07,1.6809178200505473e-05,0.43067205911471407,0.03793272646178207
25,0.11155031183958053,0.10820986256599427,45,65,0.018450994172605716,0.954137896613397,0.9415756090502261,5.715764237866666e-09,1.0812373759070258e-06,0.44057177012233484,0.013412487753872254
26,0.10438205420970917,0.09697593519687653,50,70,0.007066465133064234,0.9847081575253145,0.9569710289674935,3.2700266007093226e-09,0.002958858916473653,0.4871498657182489,0.07336208280970642
27,0.08389738399982452,0.07893866930007934,80,100,0.0005880519825102495,0.9029156368081052,0.9346583953678059,4.142717051338006e-09,0.00049729266899998,0.22214555933915497,0.02747067804866707
28,0.1408981233596802,0.1303485481262207,1000,1000,2.3072554725077947e-05,0.9432340539590156,0.9295776600410068,3.1579101322999177e-08,2.0016245522302724e-05,0.43709453863754205,0.0909710442671303
29,0.16551957371234893,0.15725118618011474,1000,1000,1.1558766696689236e-05,0.8781194216017063,0.9327412964391172,9.144272377797877e-07,0.0013514547309475438,0.17615686744695752,0.02917268167427324
