target_arch,source_arch,seed,test_loss
mlp_3x_160x204x224,mlp_3x_248x32x92,4,0.08135860030651093
mlp_3x_160x204x224,mlp_3x_248x32x92,5,0.08120017011165619
mlp_3x_160x204x224,mlp_3x_244x48x56,1,0.07952768323421479
mlp_3x_160x204x224,mlp_3x_244x48x56,2,0.08693408205509186
mlp_3x_160x204x224,mlp_3x_244x48x56,3,0.0799965496301651
mlp_3x_160x204x224,mlp_3x_244x48x56,4,0.08135860030651093
mlp_3x_160x204x224,mlp_3x_244x48x56,5,0.08120017011165619
mlp_3x_160x204x224,mlp_3x_216x120x84,1,0.07218963280916214
mlp_3x_160x204x224,mlp_3x_216x120x84,2,0.08000048117637634
mlp_3x_160x204x224,mlp_3x_216x120x84,3,0.07902855043411255
mlp_3x_160x204x224,mlp_3x_216x120x84,4,0.07760959877967835
mlp_3x_160x204x224,mlp_3x_216x120x84,5,0.07812877562046051
mlp_3x_160x204x224,mlp_3x_188x192x112,1,0.07218963280916214
mlp_3x_160x204x224,mlp_3x_188x192x112,2,0.08000048117637634
mlp_3x_160x204x224,mlp_3x_188x192x112,3,0.07902855043411255
mlp_3x_160x204x224,mlp_3x_188x192x112,4,0.07760959877967835
mlp_3x_160x204x224,mlp_3x_188x192x112,5,0.07812877562046051
mlp_3x_160x204x224,mlp_3x_160x264x140,1,0.07654177148342133
mlp_3x_160x204x224,mlp_3x_160x264x140,2,0.0803498922109604
mlp_3x_160x204x224,mlp_3x_160x264x140,3,0.07794973902702332
mlp_3x_160x204x224,mlp_3x_160x264x140,4,0.08329044244289398
mlp_3x_160x204x224,mlp_3x_160x264x140,5,0.07778217831850052
mlp_3x_160x204x224,mlp_3x_160x204x224,1,0.07897533135414124
mlp_3x_160x204x224,mlp_3x_160x204x224,2,0.08215409789085389
mlp_3x_160x204x224,mlp_3x_160x204x224,3,0.08128140279054642
mlp_3x_160x204x224,mlp_3x_160x204x224,4,0.07574873098134995
mlp_3x_160x204x224,mlp_3x_160x204x224,5,0.07935618407726287
mlp_3x_160x204x224,mlp_3x_120x204x408,1,0.08189632748365402
mlp_3x_160x204x224,mlp_3x_120x204x408,2,0.08231687864065171
